transaction_id,user_id,stock_id,transaction_type,transaction_date,quantity,price_per_share,total_amount,commission,transaction_status
325,17,4,SELL,2023-12-14 14:06:42,25,20.8707,521.77,9.1,Completed
326,75,22,BUY,2024-03-14 10:43:25,50,238.3067,11915.34,1.17,Completed
327,36,39,BUY,2023-07-06 11:44:02,10,140.2479,1402.48,0.88,Completed
328,9,4,BUY,2023-03-03 09:56:28,10,29.2864,292.86,3.42,Cancelled
329,7,45,BUY,2023-09-11 10:41:34,250,377.8351,94458.78,8.09,Completed
330,58,44,SELL,2023-03-27 15:14:28,100,250.6539,25065.39,4.06,Completed
331,29,29,BUY,2023-08-29 09:43:36,25,199.2472,4981.18,3.35,Completed
332,84,5,SELL,2023-08-24 12:00:29,100,42.3389,4233.89,4.02,Completed
333,54,11,BUY,2023-05-05 10:13:52,50,197.9154,9895.77,8.31,Completed
334,89,34,BUY,2023-11-27 12:24:20,25,272.4037,6810.09,5.5,Completed
335,62,34,SELL,2023-08-14 15:03:12,10,348.0604,3480.6,2.93,Completed
336,56,17,BUY,2024-01-02 11:04:38,25,159.3371,3983.43,3.69,Completed
337,53,19,BUY,2023-03-03 15:03:22,25,134.1883,3354.71,5.17,Completed
338,81,42,BUY,2023-10-04 12:43:57,50,218.3913,10919.57,2.3,Completed
339,57,20,SELL,2023-11-06 12:52:33,10,187.1136,1871.14,9.75,Cancelled
340,66,49,BUY,2023-12-12 12:07:30,50,554.5639,27728.19,1.93,Completed
341,49,32,SELL,2023-08-29 13:54:02,25,183.6022,4590.06,9.94,Completed
342,36,43,BUY,2023-06-19 11:30:28,25,214.6557,5366.39,6.73,Pending
343,3,42,BUY,2023-09-20 12:08:54,10,272.5476,2725.48,9.68,Completed
344,73,27,BUY,2023-07-03 09:56:36,100,218.8856,21888.56,7.0,Completed
345,42,30,SELL,2023-11-09 14:09:30,250,236.537,59134.25,3.25,Completed
346,15,36,BUY,2023-12-08 15:25:15,25,133.6884,3342.21,5.96,Completed
347,19,22,SELL,2023-07-12 12:14:55,10,299.4468,2994.47,3.39,Completed
348,59,42,SELL,2023-08-30 09:47:43,250,531.8387,132959.68,5.33,Completed
349,75,46,SELL,2023-03-01 15:12:31,100,553.3058,55330.58,1.21,Completed
350,40,45,BUY,2023-03-10 11:39:47,100,276.3979,27639.79,3.71,Completed
351,90,1,BUY,2023-09-05 14:29:24,50,21.9513,1097.57,8.54,Completed
352,13,10,BUY,2023-03-29 09:35:15,10,48.7423,487.42,7.51,Completed
353,68,21,BUY,2023-08-22 09:50:24,250,213.7013,53425.33,7.2,Completed
354,84,7,BUY,2023-12-01 10:05:04,10,41.006,410.06,3.12,Cancelled
355,7,33,BUY,2023-10-06 15:08:55,50,287.5698,14378.49,9.97,Completed
356,8,37,SELL,2023-11-23 15:57:43,25,288.6492,7216.23,2.51,Completed
357,35,42,BUY,2023-11-09 11:42:49,10,416.8631,4168.63,5.45,Completed
358,76,18,SELL,2023-06-07 09:52:10,10,112.7761,1127.76,3.59,Completed
359,84,35,SELL,2023-06-09 13:48:37,250,245.6503,61412.57,4.8,Completed
360,75,8,BUY,2023-03-28 15:22:45,10,43.1286,431.29,3.61,Completed
361,87,50,SELL,2023-09-29 12:40:07,10,178.3267,1783.27,4.84,Completed
362,26,44,SELL,2024-01-05 15:53:37,100,619.4677,61946.77,4.19,Completed
363,8,21,SELL,2023-09-26 12:03:58,250,164.9922,41248.05,1.07,Completed
364,51,30,BUY,2023-12-11 14:19:24,10,170.1581,1701.58,2.31,Completed
365,85,7,BUY,2023-03-21 15:09:01,10,41.6656,416.66,2.88,Completed
366,99,30,BUY,2024-02-16 15:37:18,50,165.5755,8278.77,9.64,Completed
367,3,39,BUY,2023-06-12 10:51:37,25,271.084,6777.1,9.71,Completed
368,93,17,BUY,2023-06-02 15:02:36,50,196.9104,9845.52,0.68,Completed
369,57,26,SELL,2023-05-02 15:43:44,250,176.9858,44246.45,4.41,Pending
370,100,33,BUY,2023-10-20 13:16:46,10,200.4762,2004.76,9.12,Completed
371,90,32,SELL,2024-02-13 15:02:34,250,248.4118,62102.95,7.28,Completed
372,44,14,SELL,2023-05-25 12:26:47,250,184.8714,46217.85,0.99,Completed
373,13,24,BUY,2023-08-11 15:25:02,10,191.9338,1919.34,2.93,Completed
374,27,32,BUY,2023-04-27 15:35:23,50,130.793,6539.65,9.75,Completed
375,11,24,SELL,2023-08-08 12:01:07,25,209.0,5225.0,8.49,Completed
376,61,2,SELL,2023-04-19 13:05:25,100,34.3637,3436.37,5.41,Completed
377,92,14,BUY,2023-03-22 13:43:56,50,171.3018,8565.09,6.44,Completed
378,47,12,SELL,2023-10-02 13:30:09,25,121.0776,3026.94,0.34,Completed
379,24,8,SELL,2024-02-28 09:46:49,10,32.2845,322.85,4.97,Completed
380,82,25,BUY,2023-04-12 15:46:03,25,289.9097,7247.74,9.37,Completed
381,65,19,SELL,2023-11-22 15:07:20,10,121.4411,1214.41,9.41,Completed
382,51,14,BUY,2023-08-09 14:54:34,10,116.6701,1166.7,7.21,Completed
383,5,42,SELL,2023-12-29 12:37:37,100,320.3092,32030.92,0.84,Completed
384,90,45,BUY,2023-12-04 15:51:37,50,555.5362,27776.81,6.7,Completed
385,68,43,BUY,2024-02-26 11:58:41,10,431.8031,4318.03,2.25,Completed
386,34,15,SELL,2023-09-14 09:44:25,25,131.886,3297.15,0.99,Completed
387,43,32,BUY,2023-12-18 12:08:00,50,292.0161,14600.81,3.61,Completed
388,6,31,BUY,2023-11-23 12:19:57,25,127.3261,3183.15,1.59,Completed
389,55,48,BUY,2024-02-27 10:16:43,10,249.394,2493.94,4.24,Completed
390,76,20,BUY,2023-08-01 15:16:06,50,133.747,6687.35,3.12,Pending
391,24,18,SELL,2023-10-30 09:35:13,50,126.4838,6324.19,6.04,Completed
392,13,13,BUY,2023-10-13 14:44:51,250,117.8179,29454.47,5.19,Cancelled
393,37,1,BUY,2023-05-25 12:49:49,25,38.5649,964.12,6.27,Completed
394,42,18,BUY,2023-09-15 10:00:18,50,179.143,8957.15,7.25,Completed
395,70,32,SELL,2023-12-28 15:40:59,25,267.006,6675.15,5.2,Completed
396,47,5,SELL,2024-01-17 09:58:03,25,23.3226,583.07,9.84,Completed
397,70,49,SELL,2023-05-11 10:06:05,100,201.1811,20118.11,3.81,Completed
398,93,32,BUY,2023-10-13 11:28:29,50,266.267,13313.35,6.26,Completed
399,55,50,SELL,2024-03-15 14:52:47,100,395.4261,39542.61,2.31,Pending
400,33,46,BUY,2023-03-24 14:59:27,500,360.3275,180163.75,4.95,Completed
401,25,35,SELL,2024-02-22 13:18:38,10,227.5307,2275.31,5.34,Cancelled
402,29,46,BUY,2023-04-19 13:35:29,10,570.6783,5706.78,0.84,Completed
403,51,27,SELL,2023-09-15 11:44:43,50,172.8605,8643.02,1.21,Completed
404,45,4,BUY,2023-08-23 09:47:21,50,40.8101,2040.5,0.44,Completed
405,9,37,BUY,2024-01-08 09:31:34,50,305.6766,15283.83,7.35,Completed
406,61,50,SELL,2023-11-21 10:34:31,50,569.9951,28499.75,1.71,Completed
407,7,5,BUY,2023-04-12 12:06:06,25,28.5463,713.66,2.81,Completed
408,1,7,BUY,2023-06-28 10:27:25,250,23.5752,5893.8,6.98,Completed
409,88,17,SELL,2024-03-07 10:30:58,25,161.6233,4040.58,6.23,Completed
410,76,6,BUY,2023-08-10 15:39:09,50,19.748,987.4,9.98,Completed
411,53,42,SELL,2024-03-15 13:30:43,100,245.0004,24500.04,9.2,Completed
412,58,26,BUY,2023-04-14 14:39:17,10,178.0376,1780.38,6.31,Completed
413,82,2,BUY,2023-05-31 13:43:11,50,37.4207,1871.03,7.46,Cancelled
414,8,45,SELL,2023-03-14 09:32:30,10,263.1747,2631.75,3.17,Completed
415,29,37,BUY,2023-05-31 09:48:44,50,298.4023,14920.12,5.67,Completed
416,54,45,SELL,2024-03-01 09:55:43,100,506.5987,50659.87,0.06,Completed
417,53,19,BUY,2023-10-13 10:39:11,10,112.958,1129.58,0.08,Completed
418,59,25,BUY,2024-02-09 11:13:23,25,288.7162,7217.91,8.63,Completed
419,78,13,SELL,2023-12-06 09:34:30,100,133.2633,13326.33,8.4,Completed
420,24,5,BUY,2023-05-09 15:51:59,50,22.6845,1134.22,3.59,Completed
421,95,5,BUY,2024-01-22 10:33:30,10,47.0387,470.39,5.59,Completed
422,94,6,SELL,2023-06-23 11:01:05,25,37.3976,934.94,5.93,Completed
423,69,35,BUY,2023-08-04 10:14:54,50,387.8845,19394.22,3.72,Completed
424,3,9,BUY,2023-07-12 11:30:46,10,37.9587,379.59,2.97,Completed
425,62,5,BUY,2023-11-08 11:52:25,50,22.7227,1136.13,8.02,Completed
426,17,35,BUY,2024-01-31 12:49:54,25,357.879,8946.98,2.87,Completed
427,9,17,BUY,2023-08-11 14:04:26,50,110.0486,5502.43,4.35,Completed
428,69,44,BUY,2023-08-28 09:44:45,100,543.1448,54314.48,9.11,Completed
429,56,37,SELL,2024-03-07 15:04:34,10,367.5294,3675.29,6.18,Completed
430,100,19,BUY,2023-07-24 10:07:35,10,158.943,1589.43,7.79,Completed
431,24,5,SELL,2023-11-07 15:36:01,500,30.3892,15194.6,5.88,Completed
432,51,15,BUY,2023-12-26 12:19:27,50,182.8662,9143.31,6.6,Completed
433,62,18,BUY,2023-03-01 12:47:59,25,156.6285,3915.71,3.57,Completed
434,42,1,SELL,2024-03-14 13:00:43,25,22.2538,556.34,7.87,Completed
435,93,16,BUY,2023-04-25 09:57:46,250,186.0995,46524.88,2.18,Completed
436,93,39,BUY,2023-04-26 14:45:53,10,381.0839,3810.84,3.27,Completed
437,37,13,SELL,2023-08-17 14:30:25,250,175.9829,43995.72,1.95,Completed
438,54,44,BUY,2023-08-01 13:27:31,10,246.1293,2461.29,8.57,Completed
439,67,36,BUY,2023-07-07 13:19:45,10,285.525,2855.25,5.94,Completed
440,54,47,SELL,2023-11-28 11:47:22,10,336.9365,3369.37,5.15,Completed
441,16,4,BUY,2024-02-21 15:52:19,10,26.6538,266.54,9.15,Completed
442,72,45,BUY,2024-03-13 13:38:45,50,502.1465,25107.33,7.96,Completed
443,21,10,SELL,2023-05-16 14:45:00,25,38.2781,956.95,3.33,Completed
444,39,32,BUY,2023-10-03 12:55:58,25,371.8254,9295.64,2.96,Completed
445,16,30,BUY,2023-10-31 13:45:22,10,281.9826,2819.83,6.6,Completed
446,94,37,BUY,2024-03-15 15:46:39,10,200.7222,2007.22,1.72,Completed
447,97,45,SELL,2023-03-07 12:20:29,10,154.022,1540.22,6.42,Pending
448,91,38,SELL,2023-03-17 15:09:30,250,171.0987,42774.68,4.47,Completed
449,62,9,BUY,2023-12-11 15:11:40,250,26.1828,6545.7,3.65,Completed
450,25,12,BUY,2024-02-08 15:31:42,50,178.6981,8934.91,7.41,Completed
451,76,5,BUY,2024-01-05 11:53:42,50,28.4671,1423.36,1.3,Completed
452,88,37,SELL,2024-02-08 11:29:04,10,295.7766,2957.77,6.94,Completed
453,6,4,BUY,2023-07-07 14:24:32,100,23.8698,2386.98,6.9,Completed
454,48,5,BUY,2023-05-08 14:56:05,100,47.8868,4788.68,3.98,Completed
455,89,25,BUY,2024-02-14 12:10:28,25,161.7646,4044.12,3.86,Completed
456,20,28,SELL,2024-03-13 12:07:34,50,197.4572,9872.86,2.33,Completed
457,6,6,SELL,2023-12-28 13:25:40,10,41.0854,410.85,8.98,Completed
458,31,7,BUY,2024-02-27 12:14:11,250,38.8586,9714.65,9.26,Completed
459,91,41,SELL,2023-08-31 11:59:44,50,228.765,11438.25,9.17,Completed
460,79,11,SELL,2023-11-01 10:59:49,10,191.6159,1916.16,7.57,Completed
461,92,35,BUY,2023-07-11 10:11:32,25,105.3799,2634.5,4.61,Completed
462,78,50,SELL,2023-11-28 14:36:44,50,591.6192,29580.96,4.99,Completed
463,43,18,BUY,2023-06-27 14:12:32,100,149.0031,14900.31,1.72,Completed
464,80,47,SELL,2024-01-11 15:27:34,50,252.2756,12613.78,4.58,Completed
465,77,29,SELL,2023-11-24 12:13:20,25,198.1698,4954.24,8.87,Completed
466,24,44,BUY,2023-12-13 15:06:49,50,625.8528,31292.64,4.84,Completed
467,51,34,SELL,2023-06-16 14:00:13,10,152.0977,1520.98,5.63,Completed
468,92,18,SELL,2023-06-27 15:56:05,10,166.7057,1667.06,7.98,Completed
469,56,8,BUY,2023-04-10 14:29:13,25,43.3282,1083.21,4.52,Completed
470,75,37,BUY,2023-05-10 12:56:21,50,301.6468,15082.34,7.47,Completed
471,49,20,BUY,2024-02-23 11:31:51,25,140.6521,3516.3,0.6,Completed
472,35,23,BUY,2024-02-16 15:37:04,25,296.4583,7411.46,8.64,Completed
473,49,44,SELL,2023-05-25 13:49:50,25,389.6952,9742.38,1.1,Completed
474,28,24,BUY,2023-08-15 14:47:08,100,154.7525,15475.25,8.01,Completed
475,52,48,SELL,2024-03-07 10:57:03,25,175.4026,4385.07,4.63,Completed
476,73,25,SELL,2023-06-13 12:39:53,25,262.0993,6552.48,2.32,Cancelled
477,86,40,BUY,2023-06-27 15:47:52,100,142.3852,14238.52,9.19,Completed
478,32,21,SELL,2023-10-26 13:04:43,10,227.5385,2275.39,4.68,Completed
479,50,37,BUY,2023-03-08 12:46:04,10,248.6328,2486.33,8.8,Completed
480,3,29,BUY,2023-10-09 13:07:38,50,258.9478,12947.39,1.13,Completed
481,23,33,SELL,2023-04-17 11:21:30,25,269.3436,6733.59,3.51,Completed
482,98,12,BUY,2023-04-04 15:56:57,50,176.2727,8813.63,9.26,Completed
483,66,22,SELL,2023-11-02 15:51:34,50,261.7101,13085.51,5.49,Completed
484,61,41,BUY,2023-06-16 09:30:54,100,482.6154,48261.54,6.3,Completed
485,20,22,BUY,2024-01-24 11:06:46,50,183.1819,9159.1,1.96,Completed
486,95,23,SELL,2023-04-11 12:41:40,10,228.5169,2285.17,5.27,Completed
487,44,19,SELL,2023-06-07 14:32:17,50,136.312,6815.6,7.42,Completed
488,82,45,SELL,2023-10-06 15:29:02,25,605.4136,15135.34,3.23,Completed
489,14,34,SELL,2023-10-05 14:03:02,50,273.7964,13689.82,4.14,Completed
490,54,48,BUY,2024-01-10 10:46:49,250,223.8123,55953.07,4.89,Completed
491,52,22,SELL,2023-03-10 09:45:27,25,187.8535,4696.34,6.0,Completed
492,16,19,SELL,2023-11-14 09:40:00,250,169.1831,42295.78,7.75,Completed
493,53,20,BUY,2023-12-12 15:28:10,10,168.4279,1684.28,1.81,Completed
494,90,34,BUY,2023-10-27 12:58:21,100,378.9682,37896.82,6.17,Completed
495,47,25,BUY,2023-12-15 12:33:27,25,295.9572,7398.93,7.53,Completed
496,25,48,SELL,2024-01-30 11:59:22,25,604.3837,15109.59,4.48,Pending
497,1,10,SELL,2023-07-26 10:00:12,25,21.0225,525.56,8.85,Pending
498,39,32,BUY,2023-10-20 15:56:41,10,131.0495,1310.49,1.35,Completed
499,3,2,BUY,2023-11-10 14:06:34,25,26.371,659.27,6.4,Completed
500,55,1,SELL,2023-07-18 14:34:23,250,42.6599,10664.98,8.8,Cancelled
501,2,19,SELL,2023-12-18 13:44:45,100,112.7608,11276.08,1.5,Completed
502,69,32,BUY,2023-08-23 09:53:40,50,215.1662,10758.31,9.56,Completed
503,97,8,SELL,2024-02-20 12:42:55,10,25.6087,256.09,1.28,Completed
504,41,45,BUY,2023-07-17 13:58:53,100,252.7307,25273.07,2.8,Completed
505,80,30,SELL,2024-03-14 12:44:20,10,177.2695,1772.69,0.54,Completed
506,36,10,SELL,2023-03-10 15:43:41,50,16.0907,804.53,4.17,Completed
507,42,23,SELL,2023-03-22 11:40:05,25,180.3665,4509.16,0.26,Completed
508,76,40,SELL,2023-09-12 15:04:52,25,385.8926,9647.32,5.45,Cancelled
509,68,36,BUY,2023-07-13 15:34:43,10,324.8727,3248.73,2.2,Completed
510,58,40,BUY,2023-08-09 09:41:32,10,102.4698,1024.7,4.34,Completed
511,41,6,SELL,2023-09-11 14:38:05,50,20.4136,1020.68,6.04,Completed
512,64,3,BUY,2023-12-28 14:13:49,50,16.4849,824.25,7.56,Completed
513,75,8,BUY,2023-11-09 09:34:42,25,25.1053,627.63,0.6,Completed
514,90,33,SELL,2023-06-23 11:10:21,25,262.115,6552.88,8.36,Completed
515,50,18,BUY,2023-05-29 12:03:36,500,174.1475,87073.75,8.54,Completed
516,61,40,BUY,2023-05-08 11:06:02,100,103.9898,10398.98,0.87,Completed
517,2,3,BUY,2023-06-07 13:29:54,10,42.116,421.16,0.87,Completed
518,71,30,SELL,2023-05-22 09:40:26,50,243.1812,12159.06,6.8,Completed
519,65,7,SELL,2023-03-14 12:49:29,50,25.1483,1257.41,6.8,Completed
520,76,45,SELL,2023-03-20 13:42:16,25,323.2357,8080.89,6.3,Completed
521,74,43,BUY,2023-03-29 10:43:03,50,419.7254,20986.27,5.23,Completed
522,9,22,SELL,2023-05-12 14:52:59,50,152.0461,7602.3,9.46,Completed
523,78,31,BUY,2023-11-20 13:45:37,10,133.5967,1335.97,2.3,Completed
524,23,14,BUY,2023-08-10 14:30:12,10,153.1029,1531.03,7.43,Completed
525,72,11,BUY,2023-10-17 09:56:22,500,142.2439,71121.95,9.04,Cancelled
526,33,12,BUY,2023-08-10 10:02:56,10,164.9331,1649.33,3.75,Completed
527,80,21,BUY,2023-05-24 09:43:00,10,219.7662,2197.66,7.78,Completed
528,45,22,BUY,2023-09-27 11:38:54,10,212.3697,2123.7,3.28,Pending
529,100,9,SELL,2023-06-23 13:40:16,50,43.9505,2197.53,9.26,Completed
530,51,13,BUY,2023-12-14 12:42:30,25,166.4296,4160.74,6.36,Completed
531,99,21,SELL,2023-06-21 12:04:42,100,217.1748,21717.48,8.29,Completed
532,90,27,BUY,2023-05-23 10:21:27,50,204.8383,10241.92,2.31,Completed
533,14,2,SELL,2023-03-28 13:55:46,50,46.4655,2323.28,0.36,Completed
534,31,11,SELL,2023-09-18 09:45:29,50,106.4063,5320.32,4.11,Completed
535,9,25,BUY,2024-03-15 10:53:52,10,179.1365,1791.37,5.12,Completed
536,36,45,BUY,2024-01-25 10:28:01,50,154.7366,7736.83,5.12,Completed
537,60,18,BUY,2023-07-24 09:30:24,50,148.7587,7437.94,5.08,Completed
538,3,8,SELL,2023-07-07 15:07:12,50,28.2953,1414.77,3.9,Cancelled
539,18,15,SELL,2024-02-28 13:13:48,50,134.6475,6732.38,9.52,Completed
540,57,46,BUY,2023-07-18 15:08:17,25,271.0271,6775.68,2.43,Completed
541,88,21,SELL,2023-07-07 09:46:50,50,163.5133,8175.66,6.29,Completed
542,90,49,BUY,2023-12-06 14:31:13,250,398.1569,99539.23,8.86,Completed
543,30,50,BUY,2023-04-17 13:01:31,10,272.4759,2724.76,3.94,Completed
544,36,15,BUY,2023-03-07 13:20:12,25,181.0399,4526.0,4.2,Completed
545,94,44,SELL,2023-11-16 09:42:02,25,426.5114,10662.78,9.33,Completed
546,19,9,SELL,2023-09-25 14:43:16,100,49.8269,4982.69,6.55,Completed
547,44,1,SELL,2023-04-26 15:24:59,100,26.162,2616.2,5.01,Cancelled
548,67,1,SELL,2023-09-29 10:47:00,10,46.9025,469.03,5.35,Completed
549,84,27,SELL,2023-09-15 11:18:37,10,193.2311,1932.31,8.86,Completed
550,13,40,SELL,2024-01-10 11:29:15,25,185.3263,4633.16,6.52,Completed
551,73,32,SELL,2023-03-30 12:31:24,100,354.3549,35435.49,0.8,Completed
552,99,3,BUY,2023-09-29 11:34:06,25,18.9445,473.61,9.93,Completed
553,7,6,SELL,2023-09-12 11:42:26,100,44.2997,4429.97,3.42,Pending
554,35,46,BUY,2023-10-02 09:44:48,100,605.551,60555.1,0.03,Completed
555,64,26,BUY,2023-06-27 11:29:24,100,247.9033,24790.33,7.7,Completed
556,77,4,SELL,2023-04-04 13:12:05,250,26.3589,6589.72,2.03,Completed
557,56,36,SELL,2024-01-12 09:37:52,250,292.2997,73074.92,3.37,Completed
558,45,32,BUY,2023-03-10 12:14:48,25,170.0191,4250.48,6.11,Completed
559,45,1,SELL,2023-06-07 09:40:10,100,47.0983,4709.83,1.63,Completed
560,68,46,BUY,2023-07-11 10:44:05,25,374.7231,9368.08,3.6,Completed
561,15,18,SELL,2023-11-08 15:08:23,50,100.819,5040.95,2.32,Completed
562,86,38,SELL,2024-02-21 13:57:32,10,194.5909,1945.91,8.0,Completed
563,7,47,BUY,2024-01-01 12:02:17,100,384.6639,38466.39,9.2,Completed
564,33,10,BUY,2023-10-04 11:31:23,100,15.5203,1552.03,8.98,Completed
565,31,34,BUY,2023-08-08 12:18:58,250,198.6955,49673.88,2.51,Completed
566,50,37,BUY,2023-10-10 12:00:19,10,196.179,1961.79,2.08,Completed
567,52,27,BUY,2023-05-31 11:21:46,10,172.0719,1720.72,0.65,Completed
568,99,11,SELL,2023-12-07 12:54:20,25,112.355,2808.88,7.11,Completed
569,2,29,SELL,2023-12-26 11:57:02,25,194.6459,4866.15,5.43,Completed
570,98,5,SELL,2023-08-21 14:56:55,250,41.2244,10306.1,0.01,Completed
571,98,23,SELL,2023-09-26 15:55:18,50,268.955,13447.75,3.63,Completed
572,65,42,BUY,2023-11-22 09:58:04,25,502.1994,12554.99,9.85,Completed
573,64,32,BUY,2023-11-10 09:32:09,10,346.3266,3463.27,1.14,Completed
574,8,26,BUY,2023-11-01 11:23:26,25,232.0474,5801.19,3.98,Completed
575,95,13,BUY,2023-12-15 13:40:30,50,186.0388,9301.94,9.38,Pending
576,7,42,BUY,2023-11-30 12:55:26,100,212.3378,21233.78,0.84,Completed
577,23,37,BUY,2023-09-15 10:22:14,10,171.7686,1717.69,5.44,Completed
578,77,36,BUY,2023-04-18 10:15:01,50,173.235,8661.75,8.07,Completed
579,71,35,BUY,2023-09-27 10:07:16,25,389.3514,9733.78,4.76,Completed
580,97,47,SELL,2023-04-24 14:21:19,25,570.4,14260.0,5.25,Completed
581,2,46,BUY,2023-03-20 13:50:52,10,184.8745,1848.75,9.13,Completed
582,77,29,BUY,2023-11-01 12:39:34,50,253.6527,12682.64,1.15,Completed
583,89,43,BUY,2023-03-29 15:30:08,100,427.8191,42781.91,8.64,Completed
584,19,2,SELL,2023-06-20 14:56:46,50,44.9918,2249.59,4.69,Completed
585,17,8,BUY,2023-12-26 15:27:33,10,23.6192,236.19,8.65,Completed
586,85,12,SELL,2023-03-09 09:52:48,10,150.1499,1501.5,3.43,Completed
587,11,27,SELL,2023-06-12 11:58:05,25,299.2204,7480.51,5.13,Completed
588,79,34,BUY,2024-03-01 10:08:42,10,206.4972,2064.97,8.74,Completed
589,12,45,SELL,2023-06-08 13:25:18,25,197.4672,4936.68,5.44,Pending
590,88,28,BUY,2023-05-10 14:11:45,500,222.1478,111073.9,3.06,Pending
591,63,11,BUY,2023-09-18 14:55:42,10,188.29,1882.9,1.05,Completed
592,50,48,SELL,2023-04-24 10:40:56,10,383.2783,3832.78,2.17,Completed
593,86,25,SELL,2023-05-02 09:36:23,25,171.1364,4278.41,5.02,Completed
594,26,17,BUY,2023-04-26 11:56:41,50,187.9767,9398.83,8.62,Completed
595,12,7,BUY,2024-02-22 12:23:35,50,46.9547,2347.74,3.57,Completed
596,3,41,SELL,2023-09-18 15:58:33,10,198.8226,1988.23,6.45,Cancelled
597,35,1,BUY,2023-11-07 13:18:59,100,47.3606,4736.06,1.8,Completed
598,14,43,BUY,2023-12-07 10:31:39,10,271.59,2715.9,2.76,Completed
599,13,18,BUY,2024-02-06 13:57:15,500,126.8665,63433.25,1.16,Completed
600,63,41,BUY,2023-09-15 12:41:33,25,593.7636,14844.09,9.74,Completed
601,57,21,BUY,2023-04-13 11:12:41,25,246.7069,6167.67,2.12,Completed
602,74,36,SELL,2023-11-09 14:05:57,25,317.5243,7938.11,6.93,Pending
603,47,9,BUY,2023-12-26 13:23:41,100,49.0632,4906.32,7.77,Completed
604,33,18,SELL,2023-05-24 13:10:38,25,116.0818,2902.05,7.25,Completed
605,19,13,BUY,2023-08-22 09:38:02,50,155.4332,7771.66,6.24,Completed
606,28,17,SELL,2023-08-08 15:14:11,25,131.5618,3289.05,6.74,Completed
607,6,18,BUY,2024-02-16 11:30:23,250,186.183,46545.75,9.28,Pending
608,39,30,SELL,2023-09-18 15:33:54,500,284.5051,142252.55,3.33,Completed
609,49,41,BUY,2023-03-15 10:00:32,10,403.5067,4035.07,0.17,Completed
610,42,37,BUY,2023-07-24 12:34:25,100,217.7262,21772.62,8.91,Completed
611,27,46,SELL,2023-03-24 14:24:35,50,173.6918,8684.59,6.74,Completed
612,71,17,BUY,2023-09-08 09:58:23,100,160.2247,16022.47,4.93,Completed
613,90,7,BUY,2023-10-05 11:02:02,10,19.0835,190.84,2.9,Completed
614,68,38,BUY,2023-03-22 15:59:35,250,227.4153,56853.82,4.62,Completed
615,78,43,BUY,2023-10-25 11:04:55,10,498.5891,4985.89,2.88,Completed
616,89,34,BUY,2023-10-18 15:28:13,500,239.9454,119972.7,1.29,Completed
617,35,34,BUY,2023-05-15 09:54:41,10,121.164,1211.64,9.54,Completed
618,56,22,SELL,2023-12-18 14:46:47,25,194.8516,4871.29,7.47,Completed
619,84,21,BUY,2023-04-17 09:49:17,100,275.7513,27575.13,4.48,Completed
620,70,40,BUY,2023-07-14 12:41:38,10,189.4046,1894.05,6.94,Cancelled
621,64,5,BUY,2024-03-01 13:16:21,10,37.257,372.57,5.96,Completed
622,83,34,BUY,2024-03-13 10:58:45,10,325.4229,3254.23,9.06,Completed
623,84,48,SELL,2023-05-16 13:23:40,25,621.7387,15543.47,3.88,Completed
624,82,12,SELL,2023-08-17 14:25:55,25,108.9654,2724.14,2.74,Completed
625,49,49,SELL,2023-11-24 11:44:04,25,317.3935,7934.84,9.71,Completed
626,45,7,SELL,2023-10-06 15:18:12,10,25.1044,251.04,3.59,Completed
627,5,3,BUY,2023-10-12 10:54:13,50,31.6611,1583.06,5.59,Pending
628,57,37,BUY,2023-10-19 10:24:04,25,358.4151,8960.38,7.14,Completed
629,22,3,SELL,2023-09-08 10:41:47,25,31.0781,776.95,2.17,Completed
630,57,21,SELL,2024-03-06 13:59:48,50,188.238,9411.9,3.59,Completed
631,24,49,SELL,2023-07-05 11:01:53,100,352.4137,35241.37,6.54,Completed
632,71,41,SELL,2024-02-28 11:26:53,500,523.3843,261692.15,8.72,Completed
633,13,20,BUY,2023-09-07 13:24:45,50,198.8436,9942.18,4.8,Completed
634,21,18,BUY,2023-12-07 15:35:57,50,199.4553,9972.76,0.91,Completed
635,35,43,SELL,2024-02-29 12:45:00,10,634.4188,6344.19,2.34,Completed
636,39,41,BUY,2023-10-19 09:49:29,25,558.3943,13959.86,7.15,Completed
637,35,13,SELL,2024-03-04 15:12:08,50,194.5588,9727.94,9.08,Completed
638,97,21,BUY,2023-12-14 13:20:06,100,204.6825,20468.25,2.11,Completed
639,58,49,BUY,2023-09-26 12:33:13,25,523.4053,13085.13,9.3,Completed
640,68,30,SELL,2023-04-14 11:04:23,50,224.6621,11233.1,4.29,Completed
641,44,19,SELL,2023-03-08 09:32:50,50,189.3032,9465.16,1.44,Completed
642,23,7,BUY,2023-05-10 15:44:32,10,18.4794,184.79,4.72,Completed
643,69,7,BUY,2023-06-30 15:53:29,500,38.8951,19447.55,6.26,Completed
644,27,3,BUY,2023-03-15 15:29:51,10,46.1754,461.75,9.74,Completed
645,42,9,BUY,2023-05-01 09:30:17,100,35.1957,3519.57,8.63,Cancelled
646,59,22,BUY,2024-02-09 13:00:21,50,240.7853,12039.26,5.07,Completed
647,55,25,BUY,2023-12-25 13:35:24,25,162.0742,4051.85,4.6,Completed
648,33,14,BUY,2023-09-28 15:03:55,10,108.3954,1083.95,6.55,Completed
649,49,20,SELL,2023-07-25 13:36:45,250,185.3707,46342.68,7.15,Completed
