price_id,stock_id,price_date,open_price,high_price,low_price,close_price,volume
3368,13,2023-07-24,224.3441,229.9436,221.9576,227.5233,4884444
3369,13,2023-07-25,228.6302,231.9266,226.4729,229.7586,121203924
3370,13,2023-07-26,231.5528,240.3098,228.5341,237.2173,72266372
3371,13,2023-07-27,236.0865,243.014,233.3042,240.1834,147118143
3372,13,2023-07-28,239.429,241.3454,231.8257,233.6962,14405912
3373,13,2023-07-31,233.0337,236.0183,223.8463,226.7505,42617932
3374,13,2023-08-01,226.8624,228.455,224.5345,226.1219,125501298
3375,13,2023-08-02,224.3405,227.4004,218.7372,221.7619,45469689
3376,13,2023-08-03,223.085,226.0868,217.7009,220.6702,46132715
3377,13,2023-08-04,220.178,223.851,218.1444,221.8024,39275900
3378,13,2023-08-07,221.7084,229.789,219.9693,228.0005,77819570
3379,13,2023-08-08,227.1927,230.115,217.5873,220.4225,186564956
3380,13,2023-08-09,221.1646,228.223,218.6703,225.6778,170516048
3381,13,2023-08-10,227.0426,229.8801,218.6594,221.4267,46549520
3382,13,2023-08-11,223.6202,225.0284,215.9855,217.3543,86402728
3383,13,2023-08-14,217.1994,223.3865,214.4516,220.5958,79619328
3384,13,2023-08-15,219.7795,223.0658,212.1302,215.3503,85984590
3385,13,2023-08-16,215.8748,218.4916,213.0445,215.6587,46625792
3386,13,2023-08-17,215.7235,217.4541,214.6095,216.337,26895910
3387,13,2023-08-18,218.4496,223.6533,216.6393,221.8151,17883657
3388,13,2023-08-21,222.7823,227.6556,221.645,226.4993,63776760
3389,13,2023-08-22,227.0322,229.4594,221.1249,223.5144,137830984
3390,13,2023-08-23,222.5958,223.9847,219.7207,221.1003,124284543
3391,13,2023-08-24,222.0398,228.7374,220.77,227.4367,62792884
3392,13,2023-08-25,225.6399,227.0077,218.9497,220.2851,34585612
3393,13,2023-08-28,222.15,226.6363,219.1408,223.6074,47875679
3394,13,2023-08-29,225.4858,228.8604,217.828,221.1375,238120020
3395,13,2023-08-30,221.173,229.6292,218.4771,226.864,33852320
3396,13,2023-08-31,227.8037,230.9646,219.0842,222.1668,140238780
3397,13,2023-09-01,220.2545,221.6351,213.4474,214.7938,39102366
3398,13,2023-09-04,214.8742,221.6543,212.7006,219.4346,52596605
3399,13,2023-09-05,218.6608,224.0638,216.3122,221.6827,145786470
3400,13,2023-09-06,222.1952,224.3745,214.7059,216.8326,46623747
3401,13,2023-09-07,215.6606,217.2634,210.4931,212.0693,4382519
3402,13,2023-09-08,210.7954,213.2212,203.4993,205.8684,111946772
3403,13,2023-09-11,205.8968,208.8046,197.6857,200.5176,99936513
3404,13,2023-09-12,202.3837,203.6342,201.0026,202.2523,197766435
3405,13,2023-09-13,201.6601,203.1391,194.1915,195.6262,88398045
3406,13,2023-09-14,194.2524,198.9135,191.8619,196.4954,31651624
3407,13,2023-09-15,197.1268,198.9662,194.9946,196.8313,112263008
3408,13,2023-09-18,195.7823,197.284,192.8094,194.2997,108285632
3409,13,2023-09-19,194.9275,196.9042,190.1686,192.1168,134077581
3410,13,2023-09-20,193.7508,196.9457,192.4328,195.6151,69700422
3411,13,2023-09-21,194.8832,196.9748,187.2351,189.2664,48825471
3412,13,2023-09-22,190.1691,195.0916,188.1802,193.0723,34223316
3413,13,2023-09-25,194.5208,196.4007,191.7804,193.6519,23882856
3414,13,2023-09-26,194.4515,198.6366,193.4006,197.5688,182348000
3415,13,2023-09-27,195.6152,198.4615,187.5745,190.3441,221777740
3416,13,2023-09-28,189.3703,195.1184,187.7374,193.4503,93950944
3417,13,2023-09-29,194.0588,197.5622,192.4472,195.935,35574411
3418,13,2023-10-02,196.1674,197.518,193.2254,194.565,14705318
3419,13,2023-10-03,196.2,203.9298,194.2366,201.9093,96273618
3420,13,2023-10-04,202.0307,209.1907,199.3835,206.4851,10533160
3421,13,2023-10-05,207.4549,209.3551,200.067,201.9164,7061113
3422,13,2023-10-06,201.9564,203.247,199.2522,200.5337,206779700
3423,13,2023-10-09,202.5097,203.5884,200.8342,201.9097,96459494
3424,13,2023-10-10,203.6694,206.2189,199.0459,201.5691,89648463
3425,13,2023-10-11,201.6999,205.1894,199.488,202.9636,26616872
3426,13,2023-10-12,201.4479,203.1437,199.8915,201.5862,124094700
3427,13,2023-10-13,201.7405,203.6571,200.3361,202.2491,185337844
3428,13,2023-10-16,200.4575,203.5237,198.766,201.8207,8014776
3429,13,2023-10-17,202.2007,208.082,199.5848,205.4244,26337798
3430,13,2023-10-18,203.9556,208.0059,202.5753,206.6076,99791064
3431,13,2023-10-19,206.4451,211.8613,204.8971,210.2845,88176852
3432,13,2023-10-20,208.5273,210.2245,201.0664,202.7163,143671864
3433,13,2023-10-23,201.3671,206.751,199.2282,204.578,41522278
3434,13,2023-10-24,202.7204,208.6819,201.1621,207.09,119297540
3435,13,2023-10-25,208.2187,212.721,206.9919,211.4751,63967200
3436,13,2023-10-26,211.0859,214.763,208.148,211.8149,27440460
3437,13,2023-10-27,210.196,211.7581,202.7661,204.2842,46822380
3438,13,2023-10-30,204.163,207.0034,200.9307,203.7656,143303268
3439,13,2023-10-31,205.6363,212.6454,204.1521,211.1216,32244146
3440,13,2023-11-01,211.0084,216.5279,208.5993,214.0837,139264965
3441,13,2023-11-02,213.0711,214.5688,206.9899,208.4551,168162690
3442,13,2023-11-03,210.5087,212.2644,205.3422,207.0692,98435540
3443,13,2023-11-06,208.1762,209.2587,204.6489,205.7187,146404984
3444,13,2023-11-07,206.44,211.0099,205.0105,209.5588,21660144
3445,13,2023-11-08,208.1395,210.3786,200.863,203.0474,30678962
3446,13,2023-11-09,202.1433,203.8884,197.063,198.7791,126861171
3447,13,2023-11-10,197.9791,200.8373,190.1324,192.9176,7881228
3448,13,2023-11-13,192.0017,193.8843,187.9888,189.8503,128966949
3449,13,2023-11-14,190.5374,191.9661,188.4577,189.8815,65558895
3450,13,2023-11-15,189.1081,195.5965,188.0348,194.4926,215696305
3451,13,2023-11-16,192.8467,194.124,186.8693,188.1152,62371468
3452,13,2023-11-17,188.3197,190.2041,183.8281,185.6862,176409676
3453,13,2023-11-20,184.8757,187.2892,179.8246,182.2032,186481545
3454,13,2023-11-21,183.7068,184.9127,180.8885,182.0837,110850744
3455,13,2023-11-22,182.3431,186.3933,179.9862,184.0148,40918776
3456,13,2023-11-23,182.7212,185.4101,180.7709,183.452,10997015
3457,13,2023-11-24,184.4666,187.8421,183.5397,186.9029,115641627
3458,13,2023-11-27,188.4087,190.0427,185.1696,186.7896,15102623
3459,13,2023-11-28,185.3191,190.7588,183.0924,188.4939,124591560
3460,13,2023-11-29,188.2463,189.3766,183.4786,184.5869,177185540
3461,13,2023-11-30,184.2603,191.0597,182.6495,189.4039,109184964
3462,13,2023-12-01,191.0675,196.6909,189.755,195.349,11098088
3463,13,2023-12-04,197.2943,198.6242,196.2843,197.6125,31005711
3464,13,2023-12-05,197.3032,198.2986,196.0267,197.0207,50723826
3465,13,2023-12-06,198.6558,199.9349,191.5728,192.8143,35452185
3466,13,2023-12-07,192.3752,195.9769,190.6131,194.1981,11871168
3467,13,2023-12-08,195.0419,197.187,193.3366,195.4779,40803620
3468,13,2023-12-11,196.5575,204.5617,193.6153,201.5449,96496626
3469,13,2023-12-12,200.2595,207.5016,197.4275,204.6081,83099100
3470,13,2023-12-13,202.7477,207.5262,200.8816,205.6335,55412775
3471,13,2023-12-14,204.1033,206.286,202.6169,204.7945,31830039
3472,13,2023-12-15,203.8509,205.5846,196.2351,197.9184,240245140
3473,13,2023-12-18,196.0513,198.2148,189.254,191.3658,76219028
3474,13,2023-12-19,190.2749,192.8078,187.533,190.0631,140964936
3475,13,2023-12-20,191.7155,194.5678,186.4212,189.2366,21149436
3476,13,2023-12-21,188.4674,194.7739,186.6441,192.9076,13038234
3477,13,2023-12-22,191.6034,197.3592,189.0185,194.7321,184168260
3478,13,2023-12-25,193.5358,194.7579,191.0404,192.2544,142095624
3479,13,2023-12-26,191.7191,199.2843,189.5884,197.0938,235331695
3480,13,2023-12-27,195.2712,198.1121,192.6378,195.4759,46018954
3481,13,2023-12-28,193.7153,200.9788,192.2919,199.5128,8053677
3482,13,2023-12-29,200.4281,203.3511,192.4333,195.2813,82968346
3483,13,2024-01-01,197.0109,199.2411,193.0154,195.2253,131521728
3484,13,2024-01-02,194.0071,195.9847,189.8219,191.7768,57223820
3485,13,2024-01-03,193.6775,196.2326,187.2588,189.7623,42623422
3486,13,2024-01-04,191.4975,193.1828,188.4238,190.0968,134154108
3487,13,2024-01-05,188.9198,189.9719,182.8177,183.8415,10176686
3488,13,2024-01-08,182.8808,184.4616,176.9841,178.5273,176306590
3489,13,2024-01-09,177.0612,180.066,174.4673,177.4661,23348988
3490,13,2024-01-10,178.7616,180.8619,174.1405,176.2108,37172556
3491,13,2024-01-11,176.9029,179.4387,170.2658,172.7419,121071762
3492,13,2024-01-12,171.4178,173.265,167.8281,169.6563,117365439
3493,13,2024-01-15,168.7123,174.1802,167.0046,172.4348,23966400
3494,13,2024-01-16,171.4968,172.7758,165.8469,167.093,41422751
3495,13,2024-01-17,167.4728,171.1953,165.8701,169.5725,6637197
3496,13,2024-01-18,169.1503,171.2303,164.6077,166.657,76075404
3497,13,2024-01-19,167.1199,172.4483,165.1355,170.4246,183045595
3498,13,2024-01-22,170.6038,175.3816,169.4203,174.1734,126676660
3499,13,2024-01-23,175.8697,178.6633,173.8862,176.6708,14134460
3500,13,2024-01-24,176.8338,181.0515,174.3292,178.523,136198005
3501,13,2024-01-25,179.3868,182.8809,176.9275,180.4076,129643710
3502,13,2024-01-26,178.9505,181.5967,173.6629,176.2695,33055120
3503,13,2024-01-29,176.4388,177.7576,173.1891,174.4934,45634950
3504,13,2024-01-30,174.9652,179.0584,173.0411,177.1107,29236170
3505,13,2024-01-31,175.522,177.0281,172.4255,173.9178,177159052
3506,13,2024-02-01,174.1312,179.2801,172.0043,177.1168,35571560
3507,13,2024-02-02,178.8748,180.1334,177.927,179.184,17455284
3508,13,2024-02-05,179.0376,180.1447,172.8705,173.9461,38072962
3509,13,2024-02-06,174.4799,176.7701,169.0451,171.2935,9184166
3510,13,2024-02-07,170.5058,173.4062,168.6226,171.5119,52618350
3511,13,2024-02-08,172.2904,178.7184,170.8384,177.2249,12598054
3512,13,2024-02-09,176.0122,178.3822,173.8035,176.1715,116789260
3513,13,2024-02-12,176.0307,180.9894,173.8549,178.7796,233953525
3514,13,2024-02-13,177.2382,179.6638,174.8038,177.2293,124639556
3515,13,2024-02-14,176.8494,180.865,175.6483,179.645,178012696
3516,13,2024-02-15,179.7753,183.8415,177.731,181.7745,19645348
3517,13,2024-02-16,182.7459,184.7951,175.933,177.9282,35298548
3518,13,2024-02-19,178.4945,180.3271,175.2867,177.1051,2702912
3519,13,2024-02-20,178.8148,184.8039,176.543,182.4854,3685862
3520,13,2024-02-21,180.8841,182.1402,179.8334,181.0883,211066760
3521,13,2024-02-22,181.4165,182.6014,180.0509,181.2346,234853790
3522,13,2024-02-23,181.1858,186.4899,179.5568,184.8282,37041204
3523,13,2024-02-26,183.3339,186.0627,180.4804,183.2073,18929946
3524,13,2024-02-27,182.1162,183.321,175.7849,176.9556,11632920
3525,13,2024-02-28,177.5783,181.487,175.7724,179.66,6190132
3526,13,2024-02-29,177.906,180.1609,174.7388,176.9819,98073744
3527,13,2024-03-01,176.6719,178.1847,175.3591,176.8704,168027276
3528,13,2024-03-04,178.2032,182.9856,175.9414,180.6922,209605465
3529,13,2024-03-05,179.9182,181.0385,177.4952,178.6073,144903725
3530,13,2024-03-06,177.0441,178.4567,171.9914,173.3747,96392692
3531,13,2024-03-07,172.3214,174.451,170.2131,172.3425,8895450
3532,13,2024-03-08,171.6464,172.9571,167.1553,168.4415,84709572
3533,13,2024-03-11,168.1364,169.7266,162.3948,163.9453,184774412
3534,13,2024-03-12,165.1498,166.4714,161.9138,163.22,29963232
3535,13,2024-03-13,162.9065,169.4213,160.6737,167.1306,187266764
3536,13,2024-03-14,165.5071,167.7265,163.0503,165.2665,81634875
3537,14,2023-03-01,401.1362,411.923,399.1262,409.8692,144381955
3538,14,2023-03-02,409.1919,426.298,403.3243,420.2716,30474470
3539,14,2023-03-03,419.2253,424.9817,416.3582,422.095,231097325
3540,14,2023-03-06,421.3921,431.496,417.9519,428.0018,11675095
3541,14,2023-03-07,424.2417,441.3072,418.2498,435.161,36160126
3542,14,2023-03-08,434.8123,437.4311,431.0481,433.66,69466452
3543,14,2023-03-09,434.1898,444.9457,429.2673,439.9578,75783030
3544,14,2023-03-10,444.1345,453.9571,439.3549,449.1238,10679882
3545,14,2023-03-13,451.2677,464.8519,446.4605,459.9522,87728576
3546,14,2023-03-14,462.5037,467.1714,458.7543,463.4146,144017545
3547,14,2023-03-15,467.4581,470.5338,452.4295,455.426,78240456
3548,14,2023-03-16,458.8633,464.7619,454.6447,460.528,69552544
3549,14,2023-03-17,462.2345,464.699,457.4429,459.8949,30973778
3550,14,2023-03-20,456.1346,460.0782,446.8746,450.7719,23228346
3551,14,2023-03-21,450.3438,458.5368,445.7541,453.9108,27611327
3552,14,2023-03-22,455.0777,457.9144,439.8621,442.6212,40185144
3553,14,2023-03-23,443.242,461.6783,437.5842,455.8594,46603936
3554,14,2023-03-24,457.8606,473.4222,454.5301,470.0034,148771604
3555,14,2023-03-27,473.4047,480.4165,465.381,472.3775,52684102
3556,14,2023-03-28,473.1338,478.9603,467.7792,473.6004,97162368
3557,14,2023-03-29,475.6952,481.8409,459.4133,465.4263,11683632
3558,14,2023-03-30,465.605,480.1489,458.8974,473.3301,82218024
3559,14,2023-03-31,477.6614,491.9808,471.8655,486.0828,27770351
3560,14,2023-04-03,483.588,486.4394,466.9129,469.6823,148874384
3561,14,2023-04-04,469.8273,479.4158,466.2866,475.8299,2786622
3562,14,2023-04-05,477.7574,482.2757,459.1213,463.5048,90656852
3563,14,2023-04-06,467.8979,473.4859,459.5228,465.0771,99079056
3564,14,2023-04-07,465.7784,469.234,454.0561,457.4499,25110904
3565,14,2023-04-10,454.2453,459.7164,439.2954,444.6509,38753054
3566,14,2023-04-11,443.5132,453.1036,437.0302,446.5758,26087736
3567,14,2023-04-12,449.3816,462.3197,442.7001,455.5466,5584603
3568,14,2023-04-13,451.1679,463.6284,448.2703,460.6698,61955930
3569,14,2023-04-14,464.8709,472.803,462.1088,470.0103,40727517
3570,14,2023-04-17,473.0829,477.1586,466.9059,470.9633,172802452
3571,14,2023-04-18,467.8803,474.2059,449.2318,455.3885,66751728
3572,14,2023-04-19,452.7048,456.3401,448.6743,452.3064,54396034
3573,14,2023-04-20,453.4595,458.9827,440.3782,445.8082,89457740
3574,14,2023-04-21,444.6836,456.2432,439.5926,451.079,34215804
3575,14,2023-04-24,447.0555,451.6434,433.5871,438.0829,5371648
3576,14,2023-04-25,439.7344,450.0265,435.656,445.891,145455126
3577,14,2023-04-26,445.8072,459.0811,440.7116,453.8931,39711013
3578,14,2023-04-27,452.917,459.246,445.5197,451.8336,13461969
3579,14,2023-04-28,447.6985,452.2076,438.6488,443.1117,110827536
3580,14,2023-05-01,443.1794,449.3763,435.6703,441.8486,47196124
3581,14,2023-05-02,444.7674,458.5608,438.3095,451.9979,63025862
3582,14,2023-05-03,447.9325,453.2236,445.6262,450.902,62737798
3583,14,2023-05-04,451.5196,457.2501,442.9738,448.6681,6827945
3584,14,2023-05-05,445.2527,464.1358,438.9815,457.6895,44930864
3585,14,2023-05-08,457.4169,462.6411,442.2922,447.402,75277230
3586,14,2023-05-09,451.1098,463.5137,446.1211,458.4439,44521993
3587,14,2023-05-10,460.0302,464.4021,450.6058,454.9292,212711385
3588,14,2023-05-11,451.3932,465.1574,449.1073,462.8137,21060421
3589,14,2023-05-12,465.7016,470.684,451.1442,456.023,55075512
3590,14,2023-05-15,452.2367,456.3364,446.9349,451.0236,14444039
3591,14,2023-05-16,454.571,457.8044,450.7167,453.9456,163130728
3592,14,2023-05-17,451.0356,455.8615,438.8464,443.5927,20012055
3593,14,2023-05-18,442.8742,446.9367,440.0316,444.0863,44830626
3594,14,2023-05-19,441.3843,444.656,431.213,434.4332,91027412
3595,14,2023-05-22,430.8715,442.4458,424.7998,436.2977,85185872
3596,14,2023-05-23,433.3571,451.3666,428.4239,446.2862,102999339
3597,14,2023-05-24,444.3099,460.0666,441.5795,457.2566,128680149
3598,14,2023-05-25,460.0231,478.0125,453.5365,471.3659,42174826
3599,14,2023-05-26,467.2693,477.827,460.9672,471.4683,237278285
3600,14,2023-05-29,472.2204,492.0927,465.427,485.1138,148921905
3601,14,2023-05-30,484.8148,488.5369,479.9019,483.6148,6829815
3602,14,2023-05-31,484.3536,497.4742,481.7783,494.8432,155752145
3603,14,2023-06-01,496.4364,503.7806,489.1775,496.5205,126351252
3604,14,2023-06-02,493.3864,499.5503,479.7274,485.7964,101499069
3605,14,2023-06-05,481.3585,487.6542,472.3242,478.5836,32660476
3606,14,2023-06-06,474.4504,490.9429,469.4279,485.8002,32188106
3607,14,2023-06-07,481.193,500.1175,475.0408,493.8041,234979585
3608,14,2023-06-08,490.228,502.7339,483.9002,496.3274,170762235
3609,14,2023-06-09,501.266,517.6625,498.2136,514.5293,30516754
3610,14,2023-06-12,510.3755,514.2086,501.4752,505.2699,87845295
3611,14,2023-06-13,501.0807,504.3204,488.4765,491.6553,43505098
3612,14,2023-06-14,486.7531,498.7058,482.4841,494.3699,42674606
3613,14,2023-06-15,496.4638,510.1935,491.6896,505.334,122735884
3614,14,2023-06-16,501.2986,507.5321,491.8729,498.0662,49167757
3615,14,2023-06-19,496.2825,502.3003,476.3423,482.1893,74106640
3616,14,2023-06-20,480.2185,487.0117,473.9114,480.6983,37771143
3617,14,2023-06-21,479.948,497.4957,475.7658,493.1981,30997396
3618,14,2023-06-22,490.5496,496.3265,476.4426,482.1203,106866363
3619,14,2023-06-23,486.8115,492.802,474.0543,479.9605,23054138
3620,14,2023-06-26,478.3074,493.8319,475.779,491.2351,178845945
3621,14,2023-06-27,489.4877,495.2932,476.4979,482.2171,248545325
3622,14,2023-06-28,485.8501,501.5169,478.964,494.5081,62881755
3623,14,2023-06-29,493.7192,502.1918,490.6876,499.127,82253469
3624,14,2023-06-30,497.362,508.5259,491.595,502.697,18720744
3625,14,2023-07-03,499.3639,504.909,488.5154,494.0009,47511727
3626,14,2023-07-04,490.1228,506.6421,483.143,499.5284,175985996
3627,14,2023-07-05,501.1937,510.692,494.1684,503.6325,9023271
3628,14,2023-07-06,507.0718,512.2397,501.8514,507.0188,27842848
3629,14,2023-07-07,506.1467,517.3037,500.1925,511.289,28117862
3630,14,2023-07-10,511.3026,528.7137,508.1265,525.4497,142153470
3631,14,2023-07-11,526.2395,542.0903,519.2438,534.9784,99162608
3632,14,2023-07-12,536.484,549.8175,530.2046,543.4565,45662554
3633,14,2023-07-13,548.0694,550.8581,537.3193,540.0673,33481766
3634,14,2023-07-14,536.3933,544.1655,515.4404,523.0188,245016670
3635,14,2023-07-17,521.3255,526.5896,510.593,515.8013,116623352
3636,14,2023-07-18,519.1214,524.4549,501.0859,506.2875,13759458
3637,14,2023-07-19,511.0891,516.646,492.0372,497.4458,55934282
3638,14,2023-07-20,495.5741,511.2099,490.0114,505.5354,39178494
3639,14,2023-07-21,509.4839,521.1393,506.1442,517.7454,182005525
3640,14,2023-07-24,519.1934,538.9203,513.8094,533.3891,67244692
3641,14,2023-07-25,531.2245,551.4023,526.9922,547.044,35484357
3642,14,2023-07-26,550.7649,558.2965,546.0188,553.5266,3859296
3643,14,2023-07-27,552.3981,572.4318,545.1635,565.0318,45182145
3644,14,2023-07-28,563.6465,576.7428,557.2292,570.2503,91986810
3645,14,2023-07-31,564.8952,567.7294,555.8894,558.6925,74066877
3646,14,2023-08-01,553.5371,559.9122,534.4976,540.7252,83359336
3647,14,2023-08-02,543.6333,564.0092,539.679,559.9363,95378628
3648,14,2023-08-03,555.7182,562.3139,539.7943,546.2779,172634780
3649,14,2023-08-04,547.9653,562.6655,540.0314,554.635,25785349
3650,14,2023-08-07,558.0335,563.7548,537.9537,543.5263,36721653
3651,14,2023-08-08,539.3828,561.4403,531.3745,553.2265,7353105
3652,14,2023-08-09,555.3956,564.9155,549.3023,558.785,82827694
3653,14,2023-08-10,556.1257,561.2454,549.8937,555.0031,25049695
3654,14,2023-08-11,555.1827,566.7943,552.122,563.6867,89648154
3655,14,2023-08-14,568.9549,582.3246,565.5155,578.8255,239139225
3656,14,2023-08-15,576.363,583.1127,562.8661,569.5359,38593629
3657,14,2023-08-16,565.6942,589.075,558.5241,581.702,23879480
3658,14,2023-08-17,580.7225,585.1179,563.3472,567.6436,57136902
3659,14,2023-08-18,570.6217,573.6725,564.2272,567.26,24324870
3660,14,2023-08-21,571.2639,579.5529,546.1271,554.168,4946823
3661,14,2023-08-22,557.6418,565.6586,553.8388,561.8271,186700128
3662,14,2023-08-23,561.8531,575.4207,557.7544,571.2534,197001315
3663,14,2023-08-24,571.642,576.3334,554.4758,559.064,173156864
3664,14,2023-08-25,564.4165,587.3659,557.9722,580.7353,88005795
3665,14,2023-08-28,576.6551,583.5997,570.0561,576.9968,20533518
3666,14,2023-08-29,577.0186,595.5588,571.5408,589.9582,5705236
3667,14,2023-08-30,592.5699,606.4178,586.3985,600.1673,64039225
3668,14,2023-08-31,600.3841,609.7796,592.9893,602.3605,28455372
3669,14,2023-09-01,596.7633,607.6849,592.3155,603.1892,42767421
3670,14,2023-09-04,604.0396,612.4302,598.8302,607.1936,163191516
3671,14,2023-09-05,605.0316,608.9312,600.3704,604.2651,144643368
3672,14,2023-09-06,604.1063,612.638,577.8127,586.09,164287540
3673,14,2023-09-07,585.8915,595.315,581.9149,591.3017,77079270
3674,14,2023-09-08,590.6355,596.3811,577.1751,582.8449,19752522
3675,14,2023-09-11,586.0331,592.4581,582.8455,589.253,132268416
3676,14,2023-09-12,589.8586,595.9848,568.2443,574.2079,119946035
3677,14,2023-09-13,573.4398,577.5408,564.9624,569.0319,165778908
3678,14,2023-09-14,566.8351,575.3225,545.709,554.0043,96413212
3679,14,2023-09-15,552.6895,559.6571,531.673,538.4612,109349319
3680,14,2023-09-18,543.0515,547.9746,529.5459,534.3905,61338208
3681,14,2023-09-19,531.25,550.8924,525.9959,545.4974,141737382
3682,14,2023-09-20,541.2936,562.6221,536.2701,557.4487,12112764
3683,14,2023-09-21,559.7118,582.1327,551.4006,573.615,31005573
3684,14,2023-09-22,578.5992,598.9943,570.7425,590.9696,59113588
3685,14,2023-09-25,588.9435,606.4495,584.9155,602.33,79464486
3686,14,2023-09-26,604.5659,612.8127,595.1447,603.3753,30792486
3687,14,2023-09-27,608.5373,613.2789,597.9485,602.6442,67110456
3688,14,2023-09-28,602.557,606.3051,590.0114,593.7045,96071307
3689,14,2023-09-29,589.0056,594.5467,570.7211,576.1412,12892277
3690,14,2023-10-02,572.299,576.6058,569.066,573.3667,16459606
3691,14,2023-10-03,571.107,587.3511,568.2333,584.4104,10550331
3692,14,2023-10-04,588.5,593.2515,574.2243,578.8982,32069536
3693,14,2023-10-05,584.2707,593.1359,579.7743,588.6062,49569087
3694,14,2023-10-06,590.5002,611.144,584.7585,605.2588,36013692
3695,14,2023-10-09,601.302,604.7229,581.0959,584.4208,89358515
3696,14,2023-10-10,581.3906,601.9667,572.8701,593.272,19019811
3697,14,2023-10-11,597.513,609.251,591.9093,603.5903,233583110
3698,14,2023-10-12,601.4619,604.9222,595.3365,598.7813,21774061
3699,14,2023-10-13,604.5926,627.1558,599.6305,622.0504,28704752
3700,14,2023-10-16,624.6775,636.3558,615.5209,627.1627,95205528
3701,14,2023-10-17,631.93,639.8577,625.5081,633.4207,125672855
3702,14,2023-10-18,627.8745,633.2444,613.2462,618.5362,21271068
3703,14,2023-10-19,618.0475,622.1905,607.0682,611.165,73960983
3704,14,2023-10-20,612.0335,619.5236,603.7701,611.2506,4671248
3705,14,2023-10-23,608.9782,630.0457,602.8563,623.775,11573984
3706,14,2023-10-24,625.7646,640.9389,620.2864,635.3766,125073483
3707,14,2023-10-25,633.19,639.257,612.6794,618.6067,7872064
3708,14,2023-10-26,620.4044,643.5115,614.2274,637.1676,81138844
3709,14,2023-10-27,633.637,639.2643,628.7193,634.3412,36485514
3710,14,2023-10-30,636.9588,645.172,629.1762,637.3842,63819675
3711,14,2023-10-31,632.1781,638.836,623.621,630.2587,40695150
3712,14,2023-11-01,625.7579,645.4131,619.3734,638.8946,3799114
3713,14,2023-11-02,635.6257,661.9206,628.4805,654.5625,24380535
3714,14,2023-11-03,659.2996,666.7294,636.2521,643.5039,44418144
3715,14,2023-11-06,647.5648,653.9695,630.8742,637.1761,70066666
3716,14,2023-11-07,642.7971,648.2935,621.4509,626.8106,71134908
3717,14,2023-11-08,628.4402,636.69,604.4433,612.4836,7119166
3718,14,2023-11-09,617.1834,626.5664,613.4244,622.7734,120322464
3719,14,2023-11-10,625.0476,630.9211,612.3339,618.1425,43469560
3720,14,2023-11-13,614.8726,636.5725,611.1996,632.7924,31843975
3721,14,2023-11-14,636.6126,642.2789,619.6576,625.2225,4056888
3722,14,2023-11-15,625.2092,631.594,601.6552,607.8629,165761180
3723,14,2023-11-16,609.337,617.9748,585.4652,593.8839,81143060
3724,14,2023-11-17,598.5972,622.4404,590.4513,614.0837,12659162
3725,14,2023-11-20,616.5707,620.5176,609.0188,612.9425,42386016
3726,14,2023-11-21,612.1056,628.277,607.0665,623.147,19595670
3727,14,2023-11-22,618.1037,637.1084,612.923,631.8128,50049090
3728,14,2023-11-23,627.6178,635.1423,601.8617,609.1649,19566037
3729,14,2023-11-24,604.7033,622.6593,599.7504,617.6007,147508004
3730,14,2023-11-27,622.0224,629.5289,612.8023,620.2879,115350987
3731,14,2023-11-28,616.8292,623.6868,592.006,598.6616,38823921
3732,14,2023-11-29,594.0348,602.1061,575.4203,583.3463,31487204
3733,14,2023-11-30,587.7287,610.2501,581.1624,603.5076,79361515
3734,14,2023-12-01,598.8602,619.916,592.8324,613.7384,3389967
3735,14,2023-12-04,615.2259,632.6994,608.0006,625.3552,95927345
3736,14,2023-12-05,631.5597,657.2402,624.687,650.165,77340843
3737,14,2023-12-06,645.7508,666.4196,641.7639,662.3304,123098244
3738,14,2023-12-07,660.1769,665.6564,646.7969,652.2102,13008480
3739,14,2023-12-08,656.3734,675.961,648.3571,667.8051,15579679
3740,14,2023-12-11,671.3655,679.2157,657.0761,664.8501,241355995
3741,14,2023-12-12,663.046,668.182,647.9051,652.963,2870699
3742,14,2023-12-13,651.4272,660.0535,626.6479,635.0574,216613335
3743,14,2023-12-14,637.8183,642.1646,623.7927,628.0725,109144788
3744,14,2023-12-15,624.8699,650.7596,617.5395,643.214,80067984
3745,14,2023-12-18,646.0695,655.3938,637.8076,647.1184,61207389
3746,14,2023-12-19,646.5525,655.8781,636.4721,645.7866,77908505
3747,14,2023-12-20,645.161,649.2974,639.4709,643.5973,139232859
3748,14,2023-12-21,638.3856,645.1728,617.7643,624.4029,51112680
3749,14,2023-12-22,618.3163,636.1713,609.4129,627.1408,169699495
3750,14,2023-12-25,629.0917,636.2686,613.4633,620.5427,83590310
3751,14,2023-12-26,623.504,640.4113,616.763,633.5615,45243623
3752,14,2023-12-27,628.4169,632.5446,612.7522,616.8036,78772514
3753,14,2023-12-28,611.3633,622.7918,607.2797,618.6594,16258311
3754,14,2023-12-29,617.5312,624.5348,607.7366,614.7082,1775759
3755,14,2024-01-01,618.4513,628.66,609.7812,619.9686,31700951
3756,14,2024-01-02,614.4938,624.3112,607.4619,617.2478,18256579
3757,14,2024-01-03,617.0765,634.7077,609.7288,627.239,115405311
3758,14,2024-01-04,630.7823,638.5448,609.1946,616.7848,172510792
3759,14,2024-01-05,618.4333,623.9731,600.1839,605.6088,46044286
