indicator_id,stock_id,calculation_date,sma_50,sma_200,rsi,volume_avg_30
484,8,2024-01-25,115.0054,115.4645,50.08,13934332
485,8,2024-01-26,368.8188,381.1207,38.2,17761343
486,8,2024-01-29,158.0693,156.1116,55.93,19141436
487,8,2024-01-30,238.1196,227.1741,36.93,23136273
488,8,2024-01-31,173.0341,166.7653,33.3,23067394
489,8,2024-02-01,438.6546,436.0763,68.94,8107965
490,8,2024-02-02,498.9461,488.6728,65.5,16156707
491,8,2024-02-05,327.0251,327.2748,44.76,5570094
492,8,2024-02-06,92.6396,94.7113,53.02,23372014
493,8,2024-02-07,435.6293,428.5412,54.77,24102347
494,8,2024-02-08,186.0155,194.2861,56.84,25073043
495,8,2024-02-09,453.004,465.188,29.51,18484935
496,8,2024-02-12,305.2511,306.8018,62.16,24010250
497,8,2024-02-13,94.8712,96.8727,43.64,17897579
498,8,2024-02-14,418.0755,409.007,72.98,7963263
499,8,2024-02-15,239.5538,229.6659,30.53,28305542
500,8,2024-02-16,421.4221,402.4079,31.11,16569093
501,8,2024-02-19,158.5125,164.1287,39.98,22893564
502,8,2024-02-20,353.198,359.509,26.57,11967913
503,8,2024-02-21,403.643,408.1875,64.08,23258668
504,8,2024-02-22,449.4971,435.2274,71.43,29320788
505,8,2024-02-23,66.9629,69.7029,47.83,15977744
506,8,2024-02-26,243.0374,240.2833,59.3,7411548
507,8,2024-02-27,60.1318,58.188,38.45,5280103
508,8,2024-02-28,439.6058,436.5126,40.82,26019322
509,8,2024-02-29,59.3549,61.4671,31.32,29026959
510,8,2024-03-01,59.3883,59.5654,64.23,29767071
511,8,2024-03-04,60.8457,61.4405,25.14,6135956
512,8,2024-03-05,268.5231,257.7298,41.95,29231799
513,8,2024-03-06,264.8663,272.1999,53.57,13631362
514,8,2024-03-07,362.1814,350.1821,47.41,9767505
515,8,2024-03-08,378.9993,361.3753,34.97,28107678
516,8,2024-03-11,51.2053,52.1334,42.05,20486227
517,8,2024-03-12,73.2796,73.4902,53.86,20295378
518,8,2024-03-13,88.6502,90.6404,41.52,21891240
519,8,2024-03-14,459.7458,470.7808,70.88,7432953
520,8,2024-03-15,475.9033,490.1223,33.91,26786268
521,9,2023-12-18,468.3144,468.989,52.63,10992383
522,9,2023-12-19,139.0625,132.6576,26.87,24161583
523,9,2023-12-20,256.3594,254.1439,26.94,8012441
524,9,2023-12-21,420.0719,435.1346,27.01,18448802
525,9,2023-12-22,493.9678,500.6234,43.74,14108197
526,9,2023-12-25,461.7015,440.8755,72.75,26427372
527,9,2023-12-26,155.5186,162.6247,56.15,13855091
528,9,2023-12-27,95.8816,97.6779,32.32,25638293
529,9,2023-12-28,63.1215,62.4002,42.94,16769182
530,9,2023-12-29,213.4526,218.7755,25.72,10326964
531,9,2024-01-01,124.0212,123.9029,61.19,14029234
532,9,2024-01-02,439.5118,437.7843,64.27,10511401
533,9,2024-01-03,400.6252,402.8648,31.83,9034940
534,9,2024-01-04,361.6963,373.4663,44.8,13658070
535,9,2024-01-05,159.092,160.9905,63.1,24059363
536,9,2024-01-08,202.2472,194.8054,56.91,12589681
537,9,2024-01-09,240.9227,232.1769,56.55,20276472
538,9,2024-01-10,325.7123,326.9258,58.43,14247829
539,9,2024-01-11,347.1218,333.789,53.36,28026796
540,9,2024-01-12,321.282,316.8126,47.11,10192469
541,9,2024-01-15,291.6146,286.7648,48.96,9513299
542,9,2024-01-16,244.5726,240.7964,40.28,26261500
543,9,2024-01-17,104.0685,107.6675,32.83,14388909
544,9,2024-01-18,421.8107,428.101,30.69,22611371
545,9,2024-01-19,110.7225,106.3631,25.06,9592880
546,9,2024-01-22,260.1217,254.3927,70.95,23246675
547,9,2024-01-23,418.703,401.5748,72.95,22228706
548,9,2024-01-24,224.5541,216.2873,65.63,21113011
549,9,2024-01-25,111.7342,114.6086,67.13,15383414
550,9,2024-01-26,324.349,315.7385,53.92,9728445
551,9,2024-01-29,160.9463,167.4984,72.74,23206137
552,9,2024-01-30,80.9006,78.0338,69.68,13878740
553,9,2024-01-31,155.121,151.508,40.21,26069105
554,9,2024-02-01,454.9643,460.4089,69.95,23400531
555,9,2024-02-02,406.4269,416.3647,66.08,18574129
556,9,2024-02-05,70.1925,66.8694,58.66,9832770
557,9,2024-02-06,497.6526,507.4094,62.23,18828855
558,9,2024-02-07,471.5405,456.6512,62.38,6045236
559,9,2024-02-08,131.1029,125.8641,38.73,7216669
560,9,2024-02-09,495.5532,516.2398,57.03,24439385
561,9,2024-02-12,432.4918,423.6224,70.83,17043069
562,9,2024-02-13,301.0139,304.3048,70.86,24215297
563,9,2024-02-14,55.2271,52.5007,27.03,22783130
564,9,2024-02-15,179.8095,178.9611,72.17,25458021
565,9,2024-02-16,304.571,293.5972,30.36,6050232
566,9,2024-02-19,288.2826,292.3542,32.73,17918522
567,9,2024-02-20,468.9168,466.2341,50.77,16081127
568,9,2024-02-21,473.8696,470.8571,27.6,12343762
569,9,2024-02-22,203.8311,197.7441,73.26,5764496
570,9,2024-02-23,56.011,56.3558,53.17,16370461
571,9,2024-02-26,85.3742,88.6471,63.03,19270333
572,9,2024-02-27,99.6832,99.6552,63.66,23329603
573,9,2024-02-28,292.3467,291.6493,40.04,5665829
574,9,2024-02-29,195.8763,197.6915,55.62,28533373
575,9,2024-03-01,400.5038,407.597,62.92,17849015
576,9,2024-03-04,424.4382,413.1433,47.11,24163381
577,9,2024-03-05,243.3518,239.9505,50.6,23413461
578,9,2024-03-06,334.8112,319.4448,59.44,20258093
579,9,2024-03-07,106.4493,101.753,26.23,27823695
580,9,2024-03-08,447.5705,450.4399,42.02,7149423
581,9,2024-03-11,475.423,454.279,42.46,26726265
582,9,2024-03-12,126.6445,127.8771,65.18,22566915
583,9,2024-03-13,93.6027,91.7315,26.53,11043809
584,9,2024-03-14,158.29,163.1881,60.47,21593321
585,9,2024-03-15,363.7848,350.1111,65.22,18108339
586,10,2023-12-18,262.8118,258.9593,64.68,18476198
587,10,2023-12-19,153.8281,161.4432,48.67,17551424
588,10,2023-12-20,435.8986,446.903,54.28,6949185
589,10,2023-12-21,391.262,396.8865,62.26,12987336
590,10,2023-12-22,247.417,247.4043,54.21,21838849
591,10,2023-12-25,336.1515,332.6534,38.31,16519962
592,10,2023-12-26,265.4027,270.6039,74.03,8198796
593,10,2023-12-27,63.894,65.9563,27.72,20301468
594,10,2023-12-28,345.53,342.1278,50.31,6966674
595,10,2023-12-29,53.1385,50.8835,64.45,17252876
596,10,2024-01-01,322.5291,308.5049,38.86,11383799
597,10,2024-01-02,198.3858,201.0465,60.09,11280981
598,10,2024-01-03,115.1523,111.6726,64.99,16852458
599,10,2024-01-04,377.7636,373.848,57.09,15922813
600,10,2024-01-05,468.3803,486.3095,59.12,22392363
601,10,2024-01-08,192.8513,193.7375,40.67,8892909
602,10,2024-01-09,406.3855,411.6155,47.79,25577451
603,10,2024-01-10,214.1381,210.5569,54.33,7830128
604,10,2024-01-11,258.5762,266.676,31.37,26275816
605,10,2024-01-12,256.3466,245.0505,27.62,20077554
606,10,2024-01-15,473.9982,481.9474,46.43,9241630
607,10,2024-01-16,98.1084,96.4535,73.11,24802901
608,10,2024-01-17,62.235,64.1883,29.58,25179667
609,10,2024-01-18,416.2309,417.2247,73.82,25978432
610,10,2024-01-19,308.3886,310.9428,70.84,11515756
611,10,2024-01-22,322.7154,324.7932,34.43,23532798
612,10,2024-01-23,439.0882,429.9141,72.38,18171413
613,10,2024-01-24,52.4331,52.0532,42.42,12602135
614,10,2024-01-25,341.9644,347.7172,31.97,16459421
615,10,2024-01-26,365.8433,377.645,34.91,16647657
616,10,2024-01-29,99.2034,102.0578,72.74,11961848
617,10,2024-01-30,82.5325,82.3337,59.32,7939333
618,10,2024-01-31,488.2247,486.7171,33.58,20110995
619,10,2024-02-01,440.8302,427.618,64.12,26647578
620,10,2024-02-02,215.2233,212.3882,47.7,5429854
621,10,2024-02-05,297.889,304.4542,28.01,29795713
622,10,2024-02-06,64.9827,66.0996,34.33,5298548
623,10,2024-02-07,173.9247,181.8054,56.76,29732553
624,10,2024-02-08,426.5632,416.54,53.2,21938913
625,10,2024-02-09,78.3965,81.256,26.65,21990910
626,10,2024-02-12,319.9134,318.0702,72.44,9558216
627,10,2024-02-13,291.0737,288.5029,69.88,27914966
628,10,2024-02-14,448.8497,465.6803,54.02,23342107
629,10,2024-02-15,308.9967,302.0434,43.35,28691915
630,10,2024-02-16,385.4271,380.2038,48.3,18392618
631,10,2024-02-19,195.2562,199.7058,51.93,29310134
632,10,2024-02-20,210.3798,201.8265,27.97,10294864
633,10,2024-02-21,167.6989,162.4394,45.78,18473592
634,10,2024-02-22,406.706,411.0578,33.42,20386481
635,10,2024-02-23,105.5026,107.6253,64.85,20740551
636,10,2024-02-26,256.7127,266.3609,51.12,24750146
637,10,2024-02-27,236.3778,226.9432,58.99,28490772
638,10,2024-02-28,205.2106,202.2476,65.04,16249612
639,10,2024-02-29,232.1696,237.364,55.47,11183646
640,10,2024-03-01,256.6601,263.2958,43.39,25501262
641,10,2024-03-04,245.5699,251.9288,40.37,9150682
642,10,2024-03-05,475.0441,460.2836,45.41,25307389
643,10,2024-03-06,387.6828,369.565,59.13,18221343
644,10,2024-03-07,415.3272,429.01,68.87,28526661
645,10,2024-03-08,113.5959,111.4134,39.72,23860141
646,10,2024-03-11,239.5864,231.9714,25.93,16662083
647,10,2024-03-12,144.7063,148.2478,70.28,7944359
648,10,2024-03-13,215.8452,213.6592,39.88,5344401
649,10,2024-03-14,442.9037,421.4058,49.73,24229120
650,10,2024-03-15,179.032,176.5044,56.27,5104291
651,11,2023-12-18,201.571,195.2986,54.79,15951579
652,11,2023-12-19,179.5488,177.342,37.37,13909683
653,11,2023-12-20,139.1441,140.1358,58.59,22716648
654,11,2023-12-21,134.8886,141.6236,57.77,23674414
655,11,2023-12-22,201.5223,199.7871,55.99,5980805
656,11,2023-12-25,484.0946,484.582,63.32,21732059
657,11,2023-12-26,494.0495,509.5969,64.51,8800002
658,11,2023-12-27,353.3461,355.1619,35.67,7495769
659,11,2023-12-28,169.7031,165.1942,53.01,9804836
660,11,2023-12-29,335.1173,336.9315,73.43,18069125
661,11,2024-01-01,378.5737,390.3168,32.37,9428144
662,11,2024-01-02,243.2973,235.5722,40.53,18872571
663,11,2024-01-03,72.0672,71.8926,72.22,29366721
664,11,2024-01-04,423.7031,437.0869,45.28,20378212
665,11,2024-01-05,388.5545,403.0442,29.98,21786278
666,11,2024-01-08,186.0664,183.5877,26.39,8043834
667,11,2024-01-09,466.5589,454.3407,41.1,23822583
668,11,2024-01-10,271.9361,284.0523,57.93,17378208
669,11,2024-01-11,75.2538,78.3991,74.15,6354564
670,11,2024-01-12,101.1353,102.2924,55.2,13834540
671,11,2024-01-15,149.79,153.4933,46.7,7794339
672,11,2024-01-16,453.427,437.3561,31.21,8334556
673,11,2024-01-17,373.2406,389.2086,51.66,8838670
674,11,2024-01-18,464.9986,452.6568,49.17,19348457
675,11,2024-01-19,381.2296,375.1381,61.99,12566124
676,11,2024-01-22,234.8183,233.3875,25.09,12482249
677,11,2024-01-23,144.7686,137.5585,65.92,6348364
678,11,2024-01-24,280.7307,279.6197,41.39,6029447
679,11,2024-01-25,80.3376,79.8062,43.84,17428071
680,11,2024-01-26,353.4311,337.4025,27.8,29019850
681,11,2024-01-29,441.078,451.5713,66.78,5754556
682,11,2024-01-30,381.9034,384.9595,63.72,12145076
683,11,2024-01-31,498.5315,506.5525,32.25,12619624
684,11,2024-02-01,411.6767,413.5473,66.75,8225571
685,11,2024-02-02,88.9197,92.7262,58.59,28352441
686,11,2024-02-05,244.1501,239.6334,64.93,6224862
687,11,2024-02-06,481.4023,474.2441,45.03,21695943
688,11,2024-02-07,211.5118,214.9553,25.95,7488128
689,11,2024-02-08,64.724,67.2477,48.54,14198780
690,11,2024-02-09,178.8436,185.5858,35.91,7360426
691,11,2024-02-12,417.2955,410.4082,29.96,18981495
692,11,2024-02-13,460.0018,452.3641,27.39,18876595
693,11,2024-02-14,259.7497,253.4781,41.45,9920464
694,11,2024-02-15,92.6042,91.4316,63.55,26551868
695,11,2024-02-16,331.4468,342.4949,34.68,8249422
696,11,2024-02-19,154.5898,152.964,30.3,7626280
697,11,2024-02-20,176.1169,182.2691,28.08,21052745
698,11,2024-02-21,390.7264,402.0088,52.12,21128125
699,11,2024-02-22,231.5115,228.2157,35.03,25064154
700,11,2024-02-23,436.5649,456.3285,69.74,22889131
701,11,2024-02-26,218.3664,213.3685,52.51,9096724
702,11,2024-02-27,177.599,172.0533,56.35,5561251
703,11,2024-02-28,67.722,70.4019,27.74,8942151
704,11,2024-02-29,322.5909,336.0132,29.05,16622348
705,11,2024-03-01,478.1712,479.8609,55.0,12727576
706,11,2024-03-04,425.3287,425.1612,52.14,25146321
707,11,2024-03-05,413.9339,421.0146,56.19,17647857
708,11,2024-03-06,69.8849,70.4065,29.92,22793593
709,11,2024-03-07,403.3729,393.578,63.4,7528829
710,11,2024-03-08,490.5083,473.4137,40.16,6188081
711,11,2024-03-11,367.0178,370.4001,47.88,22360457
712,11,2024-03-12,359.783,353.6771,69.45,25790076
713,11,2024-03-13,167.2321,173.0465,60.64,21176610
714,11,2024-03-14,280.0427,276.5101,67.28,12323677
715,11,2024-03-15,494.1237,474.0435,48.74,12091991
716,12,2023-12-18,485.2878,467.559,65.29,14100091
717,12,2023-12-19,439.198,449.1828,35.67,27500138
718,12,2023-12-20,437.3433,424.7376,52.28,6296172
719,12,2023-12-21,95.2045,97.7857,53.73,9707090
720,12,2023-12-22,447.2687,437.9159,48.13,24366089
721,12,2023-12-25,111.7609,106.3427,68.9,18564702
722,12,2023-12-26,115.4302,121.107,38.34,21533305
723,12,2023-12-27,237.177,236.955,52.64,28127277
724,12,2023-12-28,495.4427,491.8943,45.55,26814318
725,12,2023-12-29,417.8258,405.5383,44.61,21607026
726,12,2024-01-01,345.3471,353.5229,49.25,17414206
727,12,2024-01-02,453.933,459.6584,27.66,9870098
728,12,2024-01-03,346.261,350.7992,29.15,18798305
729,12,2024-01-04,285.943,299.4997,54.05,28235779
730,12,2024-01-05,436.625,456.2559,32.47,20234869
731,12,2024-01-08,404.5695,394.0313,43.8,26628846
732,12,2024-01-09,470.7562,487.883,30.37,21428504
733,12,2024-01-10,124.9208,125.513,69.89,12398486
734,12,2024-01-11,384.0197,392.6252,58.44,23573829
735,12,2024-01-12,290.8382,303.3414,39.07,5991513
736,12,2024-01-15,204.6738,198.2799,47.23,22129497
737,12,2024-01-16,405.7722,420.7585,53.79,20039991
738,12,2024-01-17,417.9407,417.2852,68.17,13089299
739,12,2024-01-18,375.3711,371.2911,43.01,10053416
740,12,2024-01-19,358.9118,364.9033,61.26,25236173
741,12,2024-01-22,228.1586,218.6634,53.83,26045256
742,12,2024-01-23,218.3256,217.4326,69.79,22227667
743,12,2024-01-24,220.6996,220.1381,44.15,24177927
744,12,2024-01-25,417.2894,417.8745,28.36,23844419
745,12,2024-01-26,340.4777,355.2425,66.78,5880890
746,12,2024-01-29,412.8153,400.8418,72.26,19054842
747,12,2024-01-30,392.1821,402.2103,29.88,17796218
748,12,2024-01-31,121.3893,123.695,53.23,16145706
749,12,2024-02-01,168.3776,164.6901,55.11,21325396
750,12,2024-02-02,232.9647,236.2228,40.03,5004000
751,12,2024-02-05,395.6012,406.0164,64.54,18170469
752,12,2024-02-06,304.3893,292.2755,53.78,16421767
753,12,2024-02-07,482.4062,480.0128,59.54,23789772
754,12,2024-02-08,58.446,56.8457,66.3,14890738
755,12,2024-02-09,447.309,442.0322,36.87,5053963
756,12,2024-02-12,109.0565,113.1336,56.88,24513653
757,12,2024-02-13,363.0674,373.3072,38.7,21963835
758,12,2024-02-14,247.4937,238.1459,64.42,26866897
759,12,2024-02-15,389.704,387.4784,70.79,10031099
760,12,2024-02-16,287.5087,295.0747,41.05,27544045
761,12,2024-02-19,132.2927,131.9457,36.19,11671815
762,12,2024-02-20,122.0294,118.3071,56.59,14489006
763,12,2024-02-21,122.0781,122.2382,42.2,5404885
764,12,2024-02-22,177.0056,172.3157,52.21,18633767
765,12,2024-02-23,251.72,242.9458,43.68,26521964
766,12,2024-02-26,313.6999,320.5056,43.92,24130475
767,12,2024-02-27,450.1217,436.181,50.2,29131164
768,12,2024-02-28,290.5727,302.7461,54.28,23967685
769,12,2024-02-29,113.6755,115.144,74.74,17451779
770,12,2024-03-01,153.8257,153.4904,46.34,9480144
771,12,2024-03-04,101.7764,105.516,64.47,26985471
772,12,2024-03-05,56.1947,56.1127,58.43,25208982
773,12,2024-03-06,238.0794,249.087,37.28,13159681
774,12,2024-03-07,82.7771,83.4292,33.96,6468304
775,12,2024-03-08,459.1166,456.4812,63.16,27842625
776,12,2024-03-11,213.4305,207.0591,42.71,26222330
777,12,2024-03-12,310.6496,304.9324,42.54,25219755
778,12,2024-03-13,206.2524,205.9685,44.62,14445925
779,12,2024-03-14,478.8318,487.0045,26.5,15227029
780,12,2024-03-15,348.7552,349.6339,72.05,20194472
781,13,2023-12-18,318.0544,322.1425,41.29,16519261
782,13,2023-12-19,155.6294,149.1754,50.63,16352237
783,13,2023-12-20,202.8576,211.9874,63.24,27349725
784,13,2023-12-21,163.2052,164.4991,42.98,25519289
785,13,2023-12-22,251.6572,261.1503,47.18,23111817
786,13,2023-12-25,152.1373,144.5419,69.42,22374578
787,13,2023-12-26,277.3414,266.7495,30.86,16893689
788,13,2023-12-27,98.1613,102.7107,42.19,22121318
789,13,2023-12-28,357.4537,370.215,47.75,15401133
790,13,2023-12-29,375.9277,383.9347,45.5,22450896
791,13,2024-01-01,128.5198,125.1963,53.97,20320325
792,13,2024-01-02,115.6655,110.6758,73.02,12361897
793,13,2024-01-03,336.3768,334.1235,46.62,13778150
794,13,2024-01-04,322.5031,309.528,66.8,12518208
795,13,2024-01-05,436.7274,448.5099,65.31,15630869
796,13,2024-01-08,443.9541,448.0875,33.18,7079361
797,13,2024-01-09,112.1123,110.8847,60.01,12850202
798,13,2024-01-10,416.8795,403.1206,39.17,27963973
799,13,2024-01-11,312.8142,298.8485,65.68,18982461
800,13,2024-01-12,324.5795,315.8509,35.96,14071778
801,13,2024-01-15,222.3018,228.762,57.79,8185445
802,13,2024-01-16,495.3445,475.1272,25.86,9793772
803,13,2024-01-17,64.9035,62.2948,35.76,21237671
804,13,2024-01-18,434.7878,450.9911,73.48,28750170
805,13,2024-01-19,76.3035,75.5463,67.54,14947440
806,13,2024-01-22,115.4133,117.3518,36.66,27922857
807,13,2024-01-23,207.4567,200.3607,63.24,12042227
808,13,2024-01-24,443.252,445.4556,65.88,14225397
809,13,2024-01-25,444.4483,430.1458,48.49,17920117
810,13,2024-01-26,162.4878,162.8594,38.75,25927231
811,13,2024-01-29,203.1555,197.6192,65.43,21686741
812,13,2024-01-30,186.6728,185.6136,52.13,11890905
813,13,2024-01-31,364.9171,354.2188,61.39,28075531
814,13,2024-02-01,161.9108,156.39,33.66,25562524
815,13,2024-02-02,182.7322,178.5075,54.9,19850187
816,13,2024-02-05,111.3054,112.2032,31.49,18965965
817,13,2024-02-06,145.5293,143.8955,33.43,18327776
818,13,2024-02-07,386.3959,393.6001,58.16,25366470
819,13,2024-02-08,482.0934,469.3806,64.78,19644945
820,13,2024-02-09,271.1447,283.7453,29.18,26391092
821,13,2024-02-12,190.2575,181.3826,64.19,15684075
822,13,2024-02-13,269.0245,268.7433,34.16,21296438
823,13,2024-02-14,74.1875,77.5574,51.01,5741226
824,13,2024-02-15,447.6953,431.7193,50.58,20429398
825,13,2024-02-16,348.37,345.8106,63.5,23668199
826,13,2024-02-19,406.7094,393.0587,55.8,20184146
827,13,2024-02-20,343.4541,360.363,44.32,12358596
828,13,2024-02-21,54.5102,54.7692,70.26,9706441
829,13,2024-02-22,362.8745,349.9894,43.67,15260855
830,13,2024-02-23,266.3458,270.8545,70.42,11519600
831,13,2024-02-26,357.5283,344.7105,50.74,29866671
832,13,2024-02-27,307.1324,300.8202,62.01,23113455
833,13,2024-02-28,258.0093,248.0172,56.64,18147036
834,13,2024-02-29,406.6783,414.4402,50.58,6515908
835,13,2024-03-01,344.1323,333.1894,30.9,17844364
836,13,2024-03-04,133.0632,139.2605,43.92,11857110
837,13,2024-03-05,346.691,343.3709,35.4,19871038
838,13,2024-03-06,303.7389,293.9724,51.37,28631451
839,13,2024-03-07,271.0343,274.1882,31.58,14419438
840,13,2024-03-08,114.6071,119.6605,57.37,16800774
841,13,2024-03-11,461.3671,478.0204,61.25,27455420
842,13,2024-03-12,312.6411,301.4054,70.48,27890509
843,13,2024-03-13,95.3544,95.4046,61.42,26399656
844,13,2024-03-14,224.3047,224.176,46.4,7078985
845,13,2024-03-15,401.6975,406.6222,58.14,21452896
846,14,2023-12-18,106.8062,107.4463,42.1,7980428
847,14,2023-12-19,309.4035,316.6251,26.65,17312389
848,14,2023-12-20,435.1596,422.317,39.9,9828112
849,14,2023-12-21,223.874,234.5003,61.02,27536780
850,14,2023-12-22,262.2103,271.6185,71.11,24701564
851,14,2023-12-25,63.5024,65.0752,73.0,26565928
852,14,2023-12-26,229.6334,219.7071,38.21,25697981
853,14,2023-12-27,487.0274,505.2609,70.91,7023037
854,14,2023-12-28,181.9654,190.7485,43.88,12579863
855,14,2023-12-29,231.0837,236.2932,72.26,16739415
856,14,2024-01-01,460.8174,481.6968,49.25,29378577
857,14,2024-01-02,475.1898,464.0919,31.22,7799213
858,14,2024-01-03,321.9532,308.2245,61.38,18408532
859,14,2024-01-04,344.6876,353.6564,29.6,18334266
860,14,2024-01-05,406.1792,401.7664,53.36,19233638
861,14,2024-01-08,332.2148,338.7307,25.63,13287655
862,14,2024-01-09,367.7418,369.1092,27.82,22652947
863,14,2024-01-10,382.8217,379.0101,69.31,20370288
864,14,2024-01-11,493.5198,503.1459,29.08,13930719
865,14,2024-01-12,182.2166,180.0999,64.08,27503902
866,14,2024-01-15,77.5372,77.3217,68.51,28174126
867,14,2024-01-16,463.364,445.1038,28.79,15737530
868,14,2024-01-17,223.0649,229.7981,72.66,29273566
869,14,2024-01-18,222.1716,217.8786,30.85,11703306
870,14,2024-01-19,273.8676,268.4776,38.98,25261172
871,14,2024-01-22,302.6281,309.7308,39.66,28576988
872,14,2024-01-23,389.9598,393.0238,54.43,15752839
873,14,2024-01-24,405.1504,392.0473,68.9,26794007
874,14,2024-01-25,76.7229,73.3874,68.21,12000864
875,14,2024-01-26,271.6785,261.891,27.37,9581772
876,14,2024-01-29,190.879,186.6897,57.86,6552799
877,14,2024-01-30,274.2205,283.1106,37.09,29517140
878,14,2024-01-31,224.4754,216.6619,51.18,26343467
879,14,2024-02-01,271.3057,265.3145,53.23,27311092
880,14,2024-02-02,335.9585,351.0765,28.87,10611739
881,14,2024-02-05,312.7659,317.0097,43.5,8405720
882,14,2024-02-06,221.2507,220.9887,72.7,26314276
883,14,2024-02-07,256.228,261.1395,51.09,13346730
884,14,2024-02-08,171.033,168.9615,36.47,5223574
885,14,2024-02-09,473.4089,471.346,27.44,14084857
886,14,2024-02-12,428.7545,408.6427,42.33,21190744
887,14,2024-02-13,361.1943,356.0444,70.33,15636832
888,14,2024-02-14,443.7303,450.1851,66.54,19915519
889,14,2024-02-15,405.1631,389.9189,34.92,28843249
890,14,2024-02-16,317.0108,314.3052,49.67,12395801
891,14,2024-02-19,148.7063,153.9565,25.44,15039162
892,14,2024-02-20,127.7945,126.1615,28.07,24177623
893,14,2024-02-21,224.7348,226.2318,70.91,19423970
894,14,2024-02-22,144.5053,149.2928,60.81,11369438
895,14,2024-02-23,197.9689,202.5466,63.74,28802194
896,14,2024-02-26,160.8998,168.0473,59.28,28207776
897,14,2024-02-27,426.6817,435.9095,27.7,27498070
898,14,2024-02-28,119.2513,119.1172,28.94,10461268
899,14,2024-02-29,143.9029,142.6706,48.96,11619666
900,14,2024-03-01,248.9187,257.4621,53.03,26205504
901,14,2024-03-04,419.4352,429.7934,60.93,17719097
902,14,2024-03-05,455.6497,450.1071,68.61,16863551
903,14,2024-03-06,114.4593,116.3436,31.11,19726756
904,14,2024-03-07,75.1623,75.7126,49.45,6309699
905,14,2024-03-08,98.231,95.568,36.54,19611898
906,14,2024-03-11,205.5761,202.6157,40.53,19681097
907,14,2024-03-12,375.7491,385.6037,25.94,14243467
908,14,2024-03-13,74.5121,75.5914,62.01,28288975
909,14,2024-03-14,256.0779,258.8998,69.41,6730173
910,14,2024-03-15,192.0222,193.7655,56.89,27722675
911,15,2023-12-18,397.507,417.1434,61.3,24199975
912,15,2023-12-19,144.7292,147.543,34.08,8730510
913,15,2023-12-20,365.1917,351.5438,37.47,14821867
914,15,2023-12-21,187.4968,180.5707,42.14,23527030
915,15,2023-12-22,65.211,67.7316,39.94,23015977
916,15,2023-12-25,421.5586,434.0611,42.25,10532837
917,15,2023-12-26,275.9418,277.3518,74.09,8758162
918,15,2023-12-27,324.3532,326.8376,50.01,26531234
919,15,2023-12-28,457.9479,454.8402,34.52,8461443
920,15,2023-12-29,182.5726,184.2504,36.71,13708770
921,15,2024-01-01,351.3165,344.6516,37.48,6243335
922,15,2024-01-02,296.0471,305.9768,54.97,16778839
923,15,2024-01-03,408.8454,421.958,55.4,23332937
924,15,2024-01-04,261.6005,271.9744,48.24,17264718
925,15,2024-01-05,96.6506,100.7525,56.65,16813015
926,15,2024-01-08,350.1003,335.1007,54.97,14933060
927,15,2024-01-09,366.483,356.6459,31.18,29161222
928,15,2024-01-10,190.8026,182.6673,53.36,20048605
929,15,2024-01-11,392.0147,389.2969,71.11,5947111
930,15,2024-01-12,257.3193,259.894,33.57,8613119
931,15,2024-01-15,395.021,406.2199,36.99,27224610
932,15,2024-01-16,118.6168,119.2834,25.07,22171435
933,15,2024-01-17,304.1132,293.6519,48.24,14493265
934,15,2024-01-18,153.4465,149.5626,33.04,19546421
935,15,2024-01-19,118.999,118.9384,68.56,13205104
936,15,2024-01-22,344.2972,334.5257,49.38,29428029
937,15,2024-01-23,103.4904,99.024,36.79,27814843
938,15,2024-01-24,186.0734,190.6397,47.9,29726424
939,15,2024-01-25,214.7898,206.5713,29.48,18399980
940,15,2024-01-26,372.625,373.4083,49.28,16480422
941,15,2024-01-29,329.2325,336.7344,34.81,9944225
942,15,2024-01-30,394.8854,412.6996,55.06,18034135
943,15,2024-01-31,181.9044,179.5582,49.11,12924732
944,15,2024-02-01,141.5759,136.9954,67.55,9897777
945,15,2024-02-02,123.3845,127.0834,71.58,29638626
946,15,2024-02-05,194.9629,201.6252,62.72,15677241
947,15,2024-02-06,370.2665,372.6087,58.72,23140114
948,15,2024-02-07,485.2731,462.6997,35.31,17128461
949,15,2024-02-08,328.5717,320.3434,65.28,27808611
950,15,2024-02-09,104.7083,101.672,39.2,11546650
951,15,2024-02-12,264.9527,263.5603,29.08,13658958
952,15,2024-02-13,298.0965,309.6447,30.72,21064530
953,15,2024-02-14,283.2138,272.7211,43.72,27765314
954,15,2024-02-15,58.1333,58.357,46.39,16033621
955,15,2024-02-16,304.8948,318.4204,70.87,28552471
956,15,2024-02-19,143.7098,149.3977,56.87,16686357
957,15,2024-02-20,432.6215,430.1121,49.84,10489252
958,15,2024-02-21,349.9408,336.0714,48.65,12726338
959,15,2024-02-22,312.8041,322.6868,60.3,9132071
960,15,2024-02-23,483.6709,485.7305,47.52,16391680
961,15,2024-02-26,320.8929,335.4429,71.22,17230033
962,15,2024-02-27,480.2241,500.5639,35.93,24277211
963,15,2024-02-28,57.2331,56.0378,64.83,27926717
964,15,2024-02-29,401.7194,406.0763,53.59,27332817
965,15,2024-03-01,296.2404,304.2492,60.83,19364259
966,15,2024-03-04,71.8788,74.3507,34.14,9062868
967,15,2024-03-05,151.365,152.5555,50.46,29180615
968,15,2024-03-06,232.3419,231.2265,68.33,11354829
